Species	Genus	Family	SubFamily	MajorGroup
Sceloporus_samcolemani	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_scalaris	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_serrifer	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_shannonorum	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_siniferus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_slevini	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_smaragdinus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_smithi	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_spinosus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_squamosus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_stejnegeri	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_subniger	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_subpictus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_taeniocnemis	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_teapensis	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_torquatus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_tristichus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_undulatus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_uniformis	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_utiformis	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_variabilis	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_virgatus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_woodi	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_zosteromus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sitana_laticeps	Sitana	Agamidae	Draconinae	Acrodonta
Sitana_marudhamneydhal	Sitana	Agamidae	Draconinae	Acrodonta
Sitana_ponticeriana	Sitana	Agamidae	Draconinae	Acrodonta
Sitana_spinaecephalus	Sitana	Agamidae	Draconinae	Acrodonta
Sitana_visiri	Sitana	Agamidae	Draconinae	Acrodonta
Stellagama_stellio	Stellagama	Agamidae	Agaminae	Acrodonta
Stenocercus_angel	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_angulifer	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_apurimacus	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_azureus	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_boettgeri	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_cadlei	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_caducus	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_chota	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_chrysopygus	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_crassicaudatus	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_cupreus	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_doellojuradoi	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_dumerilii	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_empetrus	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_eunetopsis	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_festae	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_formosus	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_guentheri	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_humeralis	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_imitator	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_iridescens	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_latebrosus	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_limitaris	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_marmoratus	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_melanopygus	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_ochoai	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_orientalis	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_ornatissimus	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_ornatus	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_percultus	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_puyango	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_quinarius	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_rhodomelas	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_roseiventris	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_scapularis	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_sinesaccus	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_squarrosus	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_stigmosus	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_torquatus	Stenocercus	Tropiduridae	NA	Pleurodonta
Stenocercus_varius	Stenocercus	Tropiduridae	NA	Pleurodonta
Strobilurus_torquatus	Strobilurus	Tropiduridae	NA	Pleurodonta
Trapelus_agilis	Trapelus	Agamidae	Agaminae	Acrodonta
Trapelus_agnetae	Trapelus	Agamidae	Agaminae	Acrodonta
Trapelus_boehmei	Trapelus	Agamidae	Agaminae	Acrodonta
Trapelus_flavimaculatus	Trapelus	Agamidae	Agaminae	Acrodonta
Trapelus_mutabilis	Trapelus	Agamidae	Agaminae	Acrodonta
Trapelus_ruderatus	Trapelus	Agamidae	Agaminae	Acrodonta
Trapelus_sanguinolentus	Trapelus	Agamidae	Agaminae	Acrodonta
Trapelus_savignii	Trapelus	Agamidae	Agaminae	Acrodonta
Trioceros_affinis	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_balebicornutus	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_bitaeniatus	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_camerunensis	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_conirostratus	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_cristatus	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_deremensis	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_ellioti	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_feae	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_fuelleborni	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_goetzei	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_hanangensis	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_harennae	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_hoehnelii	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_incornutus	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_ituriensis	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_jacksonii	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_johnstoni	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_laterispinis	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_melleri	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_montium	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_narraioca	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_oweni	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_perreti	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_pfefferi	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_quadricornis	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_rudis	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_schubotzi	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_serratus	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_sternfeldi	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_tempeli	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_werneri	Trioceros	Chamaeleonidae	NA	Acrodonta
Trioceros_wiedersheimi	Trioceros	Chamaeleonidae	NA	Acrodonta
Tropidurus_azurduyae	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_bogerti	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_callathelys	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_catalanensis	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_chromatops	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_cocorobensis	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_erythrocephalus	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_etheridgei	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_guarani	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_helenae	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_hispidus	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_hygomi	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_imbituba	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_insulanus	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_itambere	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_jaguaribanus	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_lagunablanca	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_montanus	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_mucujensis	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_oreadicus	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_pinima	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_psammonastes	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_semitaeniatus	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_sertanejo	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_spinulosus	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_tarara	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_teyumirim	Tropidurus	Tropiduridae	NA	Pleurodonta
Tropidurus_torquatus	Tropidurus	Tropiduridae	NA	Pleurodonta
Tympanocryptis_cephalus	Tympanocryptis	Agamidae	Amphibolurinae	Acrodonta
Tympanocryptis_houstoni	Tympanocryptis	Agamidae	Amphibolurinae	Acrodonta
Tympanocryptis_intima	Tympanocryptis	Agamidae	Amphibolurinae	Acrodonta
Tympanocryptis_lineata	Tympanocryptis	Agamidae	Amphibolurinae	Acrodonta
Tympanocryptis_pentalineata	Tympanocryptis	Agamidae	Amphibolurinae	Acrodonta
Tympanocryptis_pinguicolla	Tympanocryptis	Agamidae	Amphibolurinae	Acrodonta
Tympanocryptis_tetraporophora	Tympanocryptis	Agamidae	Amphibolurinae	Acrodonta
Tympanocryptis_uniformis	Tympanocryptis	Agamidae	Amphibolurinae	Acrodonta
Tympanocryptis_wilsoni	Tympanocryptis	Agamidae	Amphibolurinae	Acrodonta
Uma_exsul	Uma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Uma_inornata	Uma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Uma_notata	Uma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Uma_paraphygas	Uma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Uma_rufopunctata	Uma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Uma_scoparia	Uma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Uracentron_azureum	Uracentron	Tropiduridae	NA	Pleurodonta
Uracentron_flaviceps	Uracentron	Tropiduridae	NA	Pleurodonta
Uranoscodon_superciliosus	Uranoscodon	Tropiduridae	NA	Pleurodonta
Uromastyx_acanthinura	Uromastyx	Agamidae	Uromastycinae	Acrodonta
Uromastyx_aegyptia	Uromastyx	Agamidae	Uromastycinae	Acrodonta
Uromastyx_alfredschmidti	Uromastyx	Agamidae	Uromastycinae	Acrodonta
Uromastyx_benti	Uromastyx	Agamidae	Uromastycinae	Acrodonta
Uromastyx_dispar	Uromastyx	Agamidae	Uromastycinae	Acrodonta
Uromastyx_geyri	Uromastyx	Agamidae	Uromastycinae	Acrodonta
Uromastyx_macfadyeni	Uromastyx	Agamidae	Uromastycinae	Acrodonta
Uromastyx_nigriventris	Uromastyx	Agamidae	Uromastycinae	Acrodonta
Uromastyx_ocellata	Uromastyx	Agamidae	Uromastycinae	Acrodonta
Uromastyx_ornata	Uromastyx	Agamidae	Uromastycinae	Acrodonta
Uromastyx_princeps	Uromastyx	Agamidae	Uromastycinae	Acrodonta
Uromastyx_shobraki	Uromastyx	Agamidae	Uromastycinae	Acrodonta
Uromastyx_thomasi	Uromastyx	Agamidae	Uromastycinae	Acrodonta
Uromastyx_yemenensis	Uromastyx	Agamidae	Uromastycinae	Acrodonta
Urosaurus_auriculatus	Urosaurus	Phrynosomatidae	Sceloporinae	Pleurodonta
Urosaurus_bicarinatus	Urosaurus	Phrynosomatidae	Sceloporinae	Pleurodonta
Urosaurus_clarionensis	Urosaurus	Phrynosomatidae	Sceloporinae	Pleurodonta
Urosaurus_gadovi	Urosaurus	Phrynosomatidae	Sceloporinae	Pleurodonta
Urosaurus_graciosus	Urosaurus	Phrynosomatidae	Sceloporinae	Pleurodonta
Urosaurus_lahtelai	Urosaurus	Phrynosomatidae	Sceloporinae	Pleurodonta
Urosaurus_nigricaudus	Urosaurus	Phrynosomatidae	Sceloporinae	Pleurodonta
Urosaurus_ornatus	Urosaurus	Phrynosomatidae	Sceloporinae	Pleurodonta
Urostrophus_gallardoi	Urostrophus	Leiosauridae	Enyaliinae	Pleurodonta
Urostrophus_vautieri	Urostrophus	Leiosauridae	Enyaliinae	Pleurodonta
Uta_palmeri	Uta	Phrynosomatidae	Sceloporinae	Pleurodonta
Uta_squamata	Uta	Phrynosomatidae	Sceloporinae	Pleurodonta
Uta_stansburiana	Uta	Phrynosomatidae	Sceloporinae	Pleurodonta
Xenagama_batillifera	Xenagama	Agamidae	Agaminae	Acrodonta
Xenagama_taylori	Xenagama	Agamidae	Agaminae	Acrodonta
Xenagama_wilmsi	Xenagama	Agamidae	Agaminae	Acrodonta
